,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
152,-411.95245,181.83476,-45.15735,0.56326854,-12.225865,-6.27521,-24.877237,-13.35924,-4.054276,-19.848364,-1.4644936,-4.4724526,-8.153702
153,-421.872,190.2326,-53.041317,6.550664,-15.697929,-1.4536926,-27.601936,-10.106475,-4.0345726,-18.266018,0.051411062,-4.096787,-6.149598
154,-416.4478,176.3729,-48.04054,2.9690282,-17.031866,-6.7617736,-24.861841,-11.0083065,-5.4014173,-19.625395,0.75156116,-6.343522,-8.1420145
155,-428.74005,189.11075,-52.604023,3.7829187,-16.267746,0.5319636,-28.58469,-11.546645,-5.104787,-20.701197,-2.0933583,-4.947799,-6.99879
156,-410.14255,170.96956,-38.834084,-3.6297672,-7.738487,-9.083168,-21.864374,-13.996245,-5.122972,-19.399076,-1.9573841,-3.751933,-9.489298
157,-419.55225,176.21606,-47.761463,2.7742887,-15.951639,-5.1735935,-24.416576,-12.261527,-5.640797,-20.620956,-0.38067937,-6.192425,-8.017685
158,-417.2347,187.23344,-52.25292,9.243948,-17.656675,-3.469561,-27.694958,-9.505417,-5.604726,-19.02241,1.198383,-5.0177336,-6.579328
159,-417.38788,184.53886,-48.00694,5.1524777,-15.80763,-1.373023,-26.278183,-12.783611,-5.7848215,-20.346739,-0.93587124,-6.2161136,-7.9761887
160,-416.74823,180.9397,-46.385715,2.8392925,-13.294141,-5.4031725,-25.021347,-12.653595,-5.4511786,-20.61959,-1.0530204,-5.7517185,-8.521956
161,-416.76578,180.43542,-42.9671,0.98999107,-10.901951,-4.630625,-24.3311,-14.3338585,-5.053066,-21.050179,-2.6872768,-5.6377416,-9.106492
162,-419.43143,186.7753,-54.776707,8.276117,-16.552656,-3.0763311,-27.55199,-8.527702,-5.6675787,-19.52515,0.49235815,-5.551444,-6.952038
163,-419.77856,175.35687,-49.130436,7.1392727,-18.09745,-4.3077755,-24.490742,-9.275667,-6.6362295,-20.912247,0.76668906,-7.5278215,-8.631121
164,-403.95248,163.9767,-31.693747,-9.264969,-5.330187,-10.716935,-20.850796,-15.403291,-6.421153,-18.275572,-3.8276896,-2.916226,-10.0688505
