,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
69,-433.66797,182.11499,-59.88141,13.312147,-25.635942,5.283488,-28.76883,-5.414532,-10.15526,-15.741701,-1.5336444,-4.6564484,-8.595129
70,-418.4647,177.84846,-43.96757,1.2463319,-5.9677362,-6.2484694,-21.355871,-10.376259,-1.2425964,-15.749046,1.7511013,-1.3605942,-6.8546023
71,-412.0091,179.75417,-44.988415,-2.7000148,-9.737891,-3.0753696,-23.825552,-13.683487,-3.170096,-20.482351,-2.9038792,-4.1445284,-8.647927
72,-426.9096,184.71104,-57.179527,11.653272,-23.186317,2.8648558,-29.044842,-7.854822,-8.230685,-18.139956,-1.7007827,-6.148296,-7.75741
73,-422.0893,184.49599,-53.850674,7.4733562,-18.991209,1.393852,-27.632158,-9.873271,-5.7638764,-19.34311,-0.44941276,-5.8151937,-7.081309
74,-425.3828,186.62044,-57.10309,11.521626,-21.300291,4.4493976,-27.58811,-6.786214,-6.32785,-17.069605,-0.5810448,-4.289669,-6.327317
75,-427.34613,188.53119,-60.636677,11.006797,-22.876606,4.7575097,-30.204073,-6.6767473,-7.208767,-17.304398,-2.9548938,-3.9172826,-7.451762
76,-424.29047,190.63536,-59.563988,10.147573,-18.726322,0.6544543,-29.058477,-3.8028936,-4.075789,-15.579006,1.2542745,-1.8949438,-5.249847
77,-428.20126,177.93745,-53.947674,7.4358068,-20.843527,-0.06267553,-25.901558,-8.552649,-6.523031,-19.112371,0.6655161,-7.100393,-7.483189
78,-425.023,187.04187,-58.57211,12.16751,-19.203098,0.863647,-28.112284,-4.4226604,-4.764058,-15.370903,1.4166853,-2.999358,-5.5659857
79,-425.67294,187.16862,-57.759304,11.016615,-20.283154,2.683707,-28.396519,-6.0168996,-5.6827617,-16.748669,0.14337303,-3.9755204,-6.0927873
80,-428.54974,186.19972,-59.617275,11.981504,-23.238981,4.7980385,-29.201735,-5.3892407,-7.426201,-16.572437,-1.3692684,-4.381437,-7.361084
81,-423.49725,191.23662,-62.666367,10.058955,-21.667782,6.3055334,-30.799007,-6.2565484,-6.8485756,-17.512737,-3.1344461,-2.7528248,-7.1421256
82,-420.48544,181.37276,-52.658775,6.0397887,-18.573063,-0.6470867,-24.917213,-10.079882,-5.8289638,-19.7285,-0.25882357,-6.6183023,-7.333086
83,-427.4981,189.9997,-57.505413,9.957679,-18.064157,3.241098,-28.210356,-6.4860687,-4.6395454,-16.1696,-0.65757746,-3.093995,-6.173774
84,-421.12067,182.21313,-59.7381,6.712306,-21.445509,1.2000573,-26.659992,-9.797852,-6.430629,-17.803991,-0.5947012,-7.1375895,-7.2882137
85,-431.91553,180.06653,-54.651043,12.743198,-22.611898,2.4527113,-25.723457,-5.6131744,-7.302161,-17.338507,-0.26603356,-6.8424315,-6.9598594
86,-433.35672,183.354,-59.246166,14.631458,-26.869,4.3556585,-29.203884,-2.9618485,-10.120073,-15.0681095,-1.1000161,-4.1853657,-8.151691
87,-425.86218,182.30965,-58.3493,12.465094,-23.37269,1.7266934,-27.293398,-4.5601816,-6.763059,-16.700512,0.5498227,-5.89861,-7.0409408
